,tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
0,892420643555336193,2017-08-01 16:23:56+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13,10,Phineas,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,Orange,0.0970486,False,Bagel,0.08585110000000001,False,Banana,0.07611,False,8842,39492
1,892177421306343426,2017-08-01 00:17:27+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,Tilly,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,Papillon,0.0689569,True,6480,33786
2,891815181378084864,2017-07-31 00:18:03+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,Archie,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,Malamute,0.078253,True,Kelpie,0.0313789,True,4301,25445
3,891689557279858688,2017-07-30 15:58:51+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,Darla,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,Paper_Towel,0.17027799999999998,False,Labrador_Retriever,0.168086,True,Spatula,0.0408359,False,8925,42863
4,891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,Franklin,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,Basset,0.555712,True,English_Springer,0.22577,True,German_Short_Haired_Pointer,0.175219,True,9721,41016
5,891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,None,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_Retriever,0.425595,True,Irish_Terrier,0.116317,True,Indian_Elephant,0.07690219999999999,False,3240,20548
6,890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iPhone,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,Jax,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border_Collie,0.199287,True,Ice_Lolly,0.193548,False,2142,12053
7,890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,None,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo_Dog,0.17840599999999998,True,Pembroke,0.0765069,True,19548,66596
8,890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,Zoey,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_Terrier,0.487574,True,Irish_Setter,0.193054,True,Chesapeake_Bay_Retriever,0.118184,True,4403,28187
9,890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,Cassie,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,7684,32467
10,890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True,7584,31127
11,889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_Bulldog,0.377417,True,Labrador_Retriever,0.151317,True,Muzzle,0.0829811,False,5116,28208
12,889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True,8502,38745
13,889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire_Bullterrier,0.00149818,True,4705,27633
14,889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_Retriever,0.953442,True,Labrador_Retriever,0.0138341,True,Redbone,0.00795775,True,2309,15329
15,889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,5635,25712
16,888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_Retriever,0.714719,True,Tibetan_Mastiff,0.120184,True,Labrador_Retriever,0.105506,True,4681,29555
17,888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_Retriever,0.46976,True,Labrador_Retriever,0.184172,True,English_Setter,0.0734817,True,4535,26021
18,888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_Husky,0.700377,True,Eskimo_Dog,0.166511,True,Malamute,0.111411,True,3722,20267
19,888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_Bulldog,0.995026,True,Pug,0.000931908,True,Bull_Mastiff,0.000903211,True,3637,22144
20,887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,5584,30690
21,887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,None,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow_Truck,0.0291754,False,Shopping_Cart,0.0263208,False,12053,46940
22,887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_Ridgeback,0.05495,True,Beagle,0.0389148,True,18813,70007
23,887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_Hairless,0.330741,True,Sea_Lion,0.275645,False,Weimaraner,0.134203,True,10713,34223
24,887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.029704700000000007,True,6147,31045
25,886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy_Terrier,0.143528,True,Can_Opener,0.0322529,False,8045,35786
26,886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,3420,12286
27,886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports_Car,0.139952,False,Car_Wheel,0.0441727,False,4597,22802
28,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_Bull,7.55616e-05,True,3297,21488
29,886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower_Cap,0.0252856,False,Siamese_Cat,0.00284892,False,6506,28437
30,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_Spaniel,0.972494,True,Shih_Tzu,0.00663012,True,Bernese_Mountain_Dog,0.00623915,True,7043,33299
31,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador_Retriever,0.265835,True,Kuvasz,0.134697,True,6642,36592
32,885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian_Husky,0.0717125,True,Eskimo_Dog,0.0557697,True,4526,22304
33,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_Greyhound,0.259916,True,American_Staffordshire_Terrier,0.198451,True,Staffordshire_Bullterrier,0.127725,True,19149,78881
34,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich_Terrier,0.106075,True,Norfolk_Terrier,0.0373485,True,6042,28429
35,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French_Bulldog,0.404291,True,Brabancon_Griffon,0.0440019,True,5076,24716
36,884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,5836,27443
37,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_Elkhound,0.0491476,True,3099,20719
